speaker,text,act,conv_id,topic,topic_ldaconv,topic_ldautt
1,There's a Cubs Vs Brewers game at Wrigley Field,4,1277,-1,-1,-1
0,When does that start though?,5,1277,-1,-1,-1
1,That game starts at 5 pm,6,1277,-1,-1,-1
0,"That's great, I like it",16,1277,-1,-1,-1
1,Do you want me to get you tickets?,17,1277,-1,-1,-1
0,"Maybe later, right now find me more events I could go to",33,1277,-1,-1,-1
1,How about tomorrow at Wrigley Field? There's another Cubs Vs Brewers game,4,1277,-1,-1,-1
0,"Where is that going to be, and what time does it start?",5,1277,-1,-1,-1
1,It's at 1060 West Addison Street and begins at 7:30 pm,6,1277,-1,-1,-1
0,"Cool, get me 1 ticket to that",25,1277,-1,-1,-1
1,"OK, so 1 ticket to the Cubs Vs Brewers tomorrow in Chicago",11,1277,-1,-1,-1
0,"Make that three tickets actually, I'm bringing people",19,1277,-1,-1,-1
1,"OK, so same thing for tomorrow but for 3",11,1277,-1,-1,-1
0,Yeah that's good for me,20,1277,-1,-1,-1
1,I've booked the tickets!,21,1277,-1,-1,-1
0,"Thanks, that's it then",14,1277,-1,-1,-1
1,"OK, enjoy the game!",15,1277,-1,-1,-1
0,Find me a movie to watch right now. I'm super bored.,1,221,-1,-1,-1
1,Do you have a particular movie in mind?,2,221,-1,-1,-1
0,Yes. I want to watch Missing Link.,3,221,-1,-1,-1
1,Please confirm the following: begin playing movie Missing Link without subtitles.,11,221,-1,-1,-1
0,Confirm that shit.,20,221,-1,-1,-1
1,Your movie will begin playing shortly.,21,221,-1,-1,-1
0,Who's the director of this movie? I used to know but i'm totally drawing a blank.,5,221,-1,-1,-1
1,The movie is directed by Chris Butler.,6,221,-1,-1,-1
0,Right! I knew that.,14,221,-1,-1,-1
1,Enjoy your movie.,15,221,-1,-1,-1
0,I'm interested in finding dates for events.,1,514,-1,-1,-1
1,Do you have a city you prefer? What events are you interested in?,2,514,-1,-1,-1
0,I am looking for events in Anaheim and I head that Brown Sabbath is really good.,3,514,-1,-1,-1
1,The Brown Sabbath event will happen today at Crossroads at House of Blues Anaheim.,4,514,-1,-1,-1
0,What events are there on other dates?,7,514,-1,-1,-1
1,There's Brown Sabbath tomorrow at Crossroads at House of Blues Anaheim.,4,514,-1,-1,-1
0,That sounds good.,16,514,-1,-1,-1
1,Do you want to buy tickets for this event?,17,514,-1,-1,-1
0,"Yes, I would like to buy tickets.",29,514,-1,-1,-1
1,How many tickets do you want?,2,514,-1,-1,-1
0,I want 2 tickets.,3,514,-1,-1,-1
1,Just to confirm the event is tomorrow and the is Brown Sabbath with 2 tickets in Anaheim.,11,514,-1,-1,-1
0,I just want one ticket.,19,514,-1,-1,-1
1,"Just to confirm, you just one 1 ticket for Brown Sabbath.",11,514,-1,-1,-1
0,"Yes, that works for me.",20,514,-1,-1,-1
1,Reservations have been made.,21,514,-1,-1,-1
0,That's all I need and thanks a lot for the help.,14,514,-1,-1,-1
1,Have a great day.,15,514,-1,-1,-1
0,I want to take my boss out to eat so I can pitch my proposal to him away from all my other co-workers.,1,149,-1,-1,-1
1,"It would be my pleasure to help you. What location should I narrow my search to and what type of cuisine do you prefer? You can say things like American, Indian, or any other type of cuisine.",2,149,-1,-1,-1
0,I would like it close to the office in SF and I think my boss likes burgers.,3,149,-1,-1,-1
1,There is a total of 10 restaurants that match your criteria. The closest one is 5a5 Steak lounge in San Francisco.,9,149,-1,-1,-1
0,What is their price range and do they serve alcoholic beverages?,5,149,-1,-1,-1
1,They are in the expensive range and they do serve alcohol.,6,149,-1,-1,-1
0,That sounds like a nice place. Please set the reservations for that restaurant at 17:30.,25,149,-1,-1,-1
1,"Great, so you would like a table for 2, today at 5:30 pm at 5a5 Steak Lounge located in San Francisco. Is that correct?",11,149,-1,-1,-1
0,That's right. Can you give me their phone number in case I have to cancel and do they have live music or any other kind of entertainment?,12,149,-1,-1,-1
1,"Sorry, no live music that I can see. Their phone number is 415-989-2539.",13,149,-1,-1,-1
0,"Thanks, that will be all.",14,149,-1,-1,-1
1,Have a god day and enjoy your meal.,15,149,-1,-1,-1
0,"Hello, I am looking for a place to eat.",1,194,-1,-1,-1
1,"Where would you like to eat? Do you have any preference for the type of cuisine, such as Chinese or American?",2,194,-1,-1,-1
0,I would prefer something located in San Jose and on the lines of Punjabi cuisine.,3,194,-1,-1,-1
1,There is a nice restaurant called 8elements in San Jose.,4,194,-1,-1,-1
0,May I have their contact number?,5,194,-1,-1,-1
1,"Sure, you can contact them at 408-270-2578.",6,194,-1,-1,-1
0,Are their prices expensive?,5,194,-1,-1,-1
1,"Not really, they are moderate priced.",6,194,-1,-1,-1
0,Could you suggest alternative restaurants?,7,194,-1,-1,-1
1,"Sure, there is a nice restaurant called Amber India located in San Jose too.",4,194,-1,-1,-1
0,Any alternatives? I would prefer one which serves alcohol.,8,194,-1,-1,-1
1,"Yes, I have managed to find 3 restaurants, one of which is called Caspian Village which is located in San Jose.",9,194,-1,-1,-1
0,That sounds great!,16,194,-1,-1,-1
1,Would you like me to make a reservation for you?,17,194,-1,-1,-1
0,"Yes, that will be great.",29,194,-1,-1,-1
1,What time should I make the reservation for?,2,194,-1,-1,-1
0,Could you make it at 11:15 please?,3,194,-1,-1,-1
1,"Sure, please confirm your reservation today for 2 people at 11:15 am at Caspian Village in San Jose.",11,194,-1,-1,-1
0,"That is fine, may I have their address? Do they play live music at their venue?",12,194,-1,-1,-1
1,"Your reservation has been made! They are located at 2881 The Villages Parkway, and unfortunately, they do not play live music.",13,194,-1,-1,-1
0,"No issues, thank you very much.",22,194,-1,-1,-1
1,Do you require further assistance?,23,194,-1,-1,-1
0,"No, that's all the help I need.",24,194,-1,-1,-1
1,Thank you very much and have a great day!,15,194,-1,-1,-1
0,Can you help me find events?,1,1205,-1,-1,-1
1,In which city?,2,1205,-1,-1,-1
0,In Toronto.,3,1205,-1,-1,-1
1,What interests do you have?,2,1205,-1,-1,-1
0,I like Baseball Games.,3,1205,-1,-1,-1
1,I found 9 events for you. There's Blue Jays Vs Astros at Rogers Centre.,9,1205,-1,-1,-1
0,Any others? I want one for the 8th of March in San Francisco.,8,1205,-1,-1,-1
1,There's Giants Vs Brewers at Oracle Park.,4,1205,-1,-1,-1
0,Anything else out there?,7,1205,-1,-1,-1
1,There's Giants Vs Diamondbacks at Oracle Park.,4,1205,-1,-1,-1
0,What time does that start and what's the address?,5,1205,-1,-1,-1
1,It starts 7 pm at 24 Willie Mays Plaza.,6,1205,-1,-1,-1
0,That sounds good.,16,1205,-1,-1,-1
1,Do you want to buy tickets?,17,1205,-1,-1,-1
0,"Later, now I just want to find event dates.",33,1205,-1,-1,-1
1,There's 1 event next Friday. It's Giants Vs Diamondbacks at Oracle Park.,9,1205,-1,-1,-1
0,What time does it start?,5,1205,-1,-1,-1
1,At 7 pm.,6,1205,-1,-1,-1
0,What's the address?,5,1205,-1,-1,-1
1,It's 24 Willie Mays Plaza.,6,1205,-1,-1,-1
0,"Sounds good, I want to get 2 tickets to it.",25,1205,-1,-1,-1
1,Please confirm: 2 tickets to Giants Vs Diamondbacks next Friday in San Francisco.,11,1205,-1,-1,-1
0,Actually I want four tickets.,19,1205,-1,-1,-1
1,Please confirm: 4 tickets for next Friday.,11,1205,-1,-1,-1
0,Yeah that works.,20,1205,-1,-1,-1
1,Your tickets are booked.,21,1205,-1,-1,-1
0,Thanks for the help.,22,1205,-1,-1,-1
1,Can I do anything else for you?,23,1205,-1,-1,-1
0,"No, thank you.",24,1205,-1,-1,-1
1,Have a nice day.,15,1205,-1,-1,-1
0,I'l like to reserve a table at a restaurant for 6 people.,27,324,-1,-1,-1
1,where is the restaurant located? what time are you looking to make a reservation? Do you have a particular restaurant in mind?,2,324,-1,-1,-1
0,I'd like to make a reservation for the 14th of this month at Mendoza's in San Jose for 7:30 in the evening.,3,324,-1,-1,-1
1,"Ok, so to confirm: You would like a reservation for 6 people at Mendoza's restaurant in San Jose. The date and time of the booking is March 14th at 7:30 pm.",11,324,-1,-1,-1
0,That's fine. How expensive is the restaurant?,12,324,-1,-1,-1
1,I can confirm that your booking has been made. The restaurant cost is moderate.,13,324,-1,-1,-1
0,"Thanks, that's everything for now.",14,324,-1,-1,-1
1,Enjoy your day.,15,324,-1,-1,-1
0,Can you find me a Halsey song?,27,793,-1,-1,-1
1,"I found 5, how about Colors on Badlands by Halsey?",9,793,-1,-1,-1
0,What else do you have from Badlands? I like electropop.,8,793,-1,-1,-1
1,How about Control from Badlands by Halsey?,4,793,-1,-1,-1
0,Anything else you have?,7,793,-1,-1,-1
1,Gasoline on Badlands by Halsey.,4,793,-1,-1,-1
0,"Perfect, I want that one.",10,793,-1,-1,-1
1,Gasoline cast to the tv is that correct?,11,793,-1,-1,-1
0,Yes that is perfect.,20,793,-1,-1,-1
1,Started the song.,21,793,-1,-1,-1
0,Thank you for your help.,22,793,-1,-1,-1
1,Can I do anything else for you?,23,793,-1,-1,-1
0,No that will be all.,24,793,-1,-1,-1
1,Have a great day.,15,793,-1,-1,-1
0,I was looking for a event scheduled for 14th of this month.,27,1168,-1,-1,-1
1,Are you looking for any specific city for the event and what type of event are you interested in Music or Sports?,2,1168,-1,-1,-1
0,I am looking forward for a Concert at Los Angeles.,3,1168,-1,-1,-1
1,There are 5 events that matches your taste. The event name is Bill Callahan and will be held at Lodge Room.,9,1168,-1,-1,-1
0,That's perfect. It sounds good to me.,16,1168,-1,-1,-1
1,Would you like to buy the tickets for this event?,17,1168,-1,-1,-1
0,"No, maybe later. I want to find events scheduled for other dates.",33,1168,-1,-1,-1
1,I have found a event which is on 1 day. The event is scheduled on March 14th at Lodge Room. The event name is Bill Callahan.,9,1168,-1,-1,-1
0,What is the venue for the event?,5,1168,-1,-1,-1
1,"It will be at 104 N. Ave 56, 2nd Floor.",6,1168,-1,-1,-1
0,That's perfect. Could you please buy the tickets for me for this event?,10,1168,-1,-1,-1
1,How many tickets should I book?,2,1168,-1,-1,-1
0,I want to buy three tickets.,3,1168,-1,-1,-1
1,Can you please confirm the following details. The event is Bill Callahan scheduled on March 14th at Los Angeles and a total of 3 tickets.,11,1168,-1,-1,-1
0,No. I want to buy four tickets.,19,1168,-1,-1,-1
1,Please confirm the details. The event is Bill Callahan for number of tickets is for 4 people.,11,1168,-1,-1,-1
0,Yes. Perfect. That's work fine for me.,20,1168,-1,-1,-1
1,The reservation has been made.,21,1168,-1,-1,-1
0,Thanks a lot for assistance. I am good for now.,14,1168,-1,-1,-1
1,Have a nice day,15,1168,-1,-1,-1
0,I need help finding some music.,1,580,-1,-1,-1
1,How does Pretty Girl Team by Alkaline Trip off of their album Alkaline Masterpiece?,4,580,-1,-1,-1
0,What type of music is this?,5,580,-1,-1,-1
1,It's in the Reggae genre.,6,580,-1,-1,-1
0,"Nah, anything else? I really like the music on the album Covers.",8,580,-1,-1,-1
1,How does Without Me by Alec Chambers off of the album Covers sound?,4,580,-1,-1,-1
0,What genre is this?,5,580,-1,-1,-1
1,It's considered Pop.,6,580,-1,-1,-1
0,That sounds pretty good.,16,580,-1,-1,-1
1,Want to give it a listen now?,17,580,-1,-1,-1
0,"Sure, sounds good.",29,580,-1,-1,-1
1,"Just to make sure, you want to hear Without Me on TV.",11,580,-1,-1,-1
0,"Actually, play it on my kitchen.",19,580,-1,-1,-1
1,"Okay. Just to make sure, you want me to play Without Me on the kitchen speaker.",11,580,-1,-1,-1
0,You got it.,20,580,-1,-1,-1
1,Your music has started! Enjoy!,21,580,-1,-1,-1
0,"Thanks, that'll do it for now.",14,580,-1,-1,-1
1,Have a great rest of the day!,15,580,-1,-1,-1
0,I'd like to make a reservation for a restaurant.,1,327,-1,-1,-1
1,Did you have a preferred restaurant and time?,2,327,-1,-1,-1
0,I'd like to make a reservation for 4 at Sumac in Belmont at half past 5 in the evening.,3,327,-1,-1,-1
1,Please confirm you're booking a table for 4 at Sumac Mediterranean Grill in Belmont at 5:30 pm today.,11,327,-1,-1,-1
0,Sure that sounds good.,20,327,-1,-1,-1
1,Your reservation has been confirmed.,21,327,-1,-1,-1
0,How pricey is the place?,5,327,-1,-1,-1
1,It's moderate price range.,6,327,-1,-1,-1
0,"Thanks, that's all i need.",14,327,-1,-1,-1
1,Have a great day.,15,327,-1,-1,-1
0,Can you play the movie Hackers?,27,237,-1,-1,-1
1,Do you want me to play Hackers without subtitles?,11,237,-1,-1,-1
0,Actually I want to watch Searching for Sugar Man,19,237,-1,-1,-1
1,Ok do you want me to play Searching for Sugar Man without subtitles?,11,237,-1,-1,-1
0,No with subtitles,19,237,-1,-1,-1
1,"Ok, you want me to play Searching for Sugar Man with subtitles?",11,237,-1,-1,-1
0,Yes please thank you,20,237,-1,-1,-1
1,"Sorry, I can't play the movie. Do you want anything else?",26,237,-1,-1,-1
0,No that's ok,24,237,-1,-1,-1
1,"Ok, have a lovely day",15,237,-1,-1,-1
0,I would like to play a song.,1,889,-1,-1,-1
1,I have 10 songs. How about a Mitchell Tenpenny song called Drunk me on the Telling All My Secrets album.,9,889,-1,-1,-1
0,"Sure, please play it on the speaker in the kitchen.",25,889,-1,-1,-1
1,"OK, confirm playing Drunk Me on the kitchen speaker.",11,889,-1,-1,-1
0,"Yes, that's perfect.",20,889,-1,-1,-1
1,Enjoy the song!,21,889,-1,-1,-1
0,is this from '19?,5,889,-1,-1,-1
1,"Actually, it is from 2018?",6,889,-1,-1,-1
0,What is the genre?,5,889,-1,-1,-1
1,It is Country.,6,889,-1,-1,-1
0,"OK, thanks again.",14,889,-1,-1,-1
1,Have a nice day.,15,889,-1,-1,-1
0,"Hey, can you help me search for some events?",1,1217,-1,-1,-1
1,What kind of events are you looking for and is there a particular city you'd like to attend them in?,2,1217,-1,-1,-1
0,"I'm looking for concerts, or music events - something along those lines, in Santa Rosa.",3,1217,-1,-1,-1
1,I've found 1 possible match: the Huichica Music Festival at The Sandman Hotel.,9,1217,-1,-1,-1
0,Where is that located?,5,1217,-1,-1,-1
1,The Sandman Hotel is on 3421 Cleveland Avenue.,6,1217,-1,-1,-1
0,"What kind of event is it, and when does it start?",5,1217,-1,-1,-1
1,The genre of music is Pop and it begins at 6 pm.,6,1217,-1,-1,-1
0,"Alright, can you find me the dates?",10,1217,-1,-1,-1
1,The Huichica Music Festival at the Sandman Hotel happens next Wednesday.,4,1217,-1,-1,-1
0,"I know I asked already, but can you repeat the information for me? I need to write it down - where is it located, and what time does it start at?",5,1217,-1,-1,-1
1,"No problem, the festival happens at 6 pm at 3421 Cleveland Avenue.",6,1217,-1,-1,-1
0,Are there events on other dates?,7,1217,-1,-1,-1
1,The Huichica Music Festival at the Sandman Hotel is also happening next Friday.,4,1217,-1,-1,-1
0,What about other dates?,7,1217,-1,-1,-1
1,"The Huichica Music Festival at the Sandman Hotel has one more date, on March 10th.",4,1217,-1,-1,-1
0,"That works for me, yeah.",16,1217,-1,-1,-1
1,Would you like to get tickets?,17,1217,-1,-1,-1
0,"Yeah, can you get me 3 tickets?",18,1217,-1,-1,-1
1,"To review: You would like 3 tickets to The Huichica Music Festival at the Sandman Hotel, on March 10th, in Santa Rosa.",11,1217,-1,-1,-1
0,"Yeah, that's great - I hate to ask again, but my pen ran out of ink. Once more: where is the venue, and what time does it start at? I have a new pen.",12,1217,-1,-1,-1
1,"Sure thing, the event happens at 3421 Cleveland Avenue at 6 pm. I have gotten 3 tickets for you.",13,1217,-1,-1,-1
0,Thanks for your help.,22,1217,-1,-1,-1
1,Is there anything else I can help with today?,23,1217,-1,-1,-1
0,"No, thanks, don't worry - I won't ask for the information again.",24,1217,-1,-1,-1
1,"I hope you enjoy the festival, have a good day.",15,1217,-1,-1,-1
0,I want to explore some music.,1,586,-1,-1,-1
1,I have 10 songs I can recommend. How would you like When She Says Baby by Jason Aldean from Night Train album?,9,586,-1,-1,-1
0,What genre is it?,5,586,-1,-1,-1
1,That would be country music.,6,586,-1,-1,-1
0,Fantastic. Can you play it on the kitchen speaker?,25,586,-1,-1,-1
1,So you want When She Says Baby played on the kitchen speaker?,11,586,-1,-1,-1
0,No I rather like it on my bedroom speaker.,19,586,-1,-1,-1
1,Can you confirm that you want When She Says Baby played on the bedroom speaker?,11,586,-1,-1,-1
0,That would be right.,20,586,-1,-1,-1
1,The song has begun playing.,21,586,-1,-1,-1
0,Thanks a lot.,22,586,-1,-1,-1
1,Is there anything else you want?,23,586,-1,-1,-1
0,"No, thanks.",24,586,-1,-1,-1
1,Have a nice day!,15,586,-1,-1,-1
0,A friend and I would like to see a movie. I am available now and would like to purchase the ticket and watch the movie now.,1,212,-1,-1,-1
1,Which movie would you like to watch out of the options available?,2,212,-1,-1,-1
0,My friend and I saw the trailer for Gloria Bell and would love to watch it!,3,212,-1,-1,-1
1,"To confirm, you want to buy tickets for Gloria Bell without subtitles?",11,212,-1,-1,-1
0,Actually we have changed our mind and want to view Dr. Strangelove instead.,19,212,-1,-1,-1
1,"To confirm, you want to purchase tickets to Dr. Strangelove without subtitles?",11,212,-1,-1,-1
0,"Yes, I would like to confirm that.",20,212,-1,-1,-1
